classCode,MSVList,numberStudents
BIO3201 4,"[21001887, 21006906, 21006014, 19015600, 19013023, 21000127, 19011199, 21008166, 19000697, 21000202, 21009336, 21007399, 21004121, 21009432, 21003659, 21005954, 21004348, 21006848, 19018448, 21007363, 21003909, 21007584, 21002225, 21005075]",24
BIO3227E QTS,"[19004410, 19004179, 19003033, 19001329, 19003389, 19009907, 19000311, 19006372, 19006612, 19000370, 19007750, 19005845, 19002150]",13
BIO3252 1,"[19004146, 19003239, 19003659, 19005954, 19005017, 18000025, 19004128, 19000903, 18008197, 19007584, 18004418, 19000307, 18003363, 19009254, 18006656, 19003571, 18003206, 19003736, 20003248, 18001650, 19009917, 19007688, 20005375, 19005538]",24
BIO3252 2,"[19008788, 19007399, 19006762, 18004449, 19004348, 19001739, 19004987, 18007092, 19003587, 19002972, 19003032, 19009047, 19004315, 19000545, 19003076, 20009336, 19000380, 19009315, 19007301, 19007176, 20000903, 19000012, 19009108, 19002118, 19008511]",25
BIO3252 3,"[19003334, 19004249, 18004565, 19009432, 19000871, 19003951, 19006081, 19009594, 18000957, 19008152, 18008468, 19008934, 19005928, 19003904, 19002671, 18008714, 18005982, 19000954, 19005530, 19003731, 19008032, 18007034, 19000880, 19005135, 19004235]",25
BIO3252E QTS,"[19004410, 19004179, 19003033, 19001329, 19003389, 16003170, 19009907, 19000311, 19006372, 18009818, 19006612, 19000370, 21000145, 19007750, 19005845, 19002150]",16
BIO3257 TNS,"[19003782, 18008429, 19001862, 18000338, 19005898, 19006950, 19007115, 19005255, 19002611, 20003582, 19003918, 18005069, 19004693, 18003041, 19001710, 19007285, 19009746, 19009352, 19003433, 19004449, 19004839, 19009193, 19005618, 19005337]",24
BIO3258 1,"[20002943, 18006930, 17002345, 18008601, 18007401, 20003357, 20001763, 18007092, 18009314, 20008166, 18001886, 20006752, 20005420, 20004071, 20004913, 18001200, 20004146, 18006568, 18001179, 20009432, 20000299, 20004128, 18002302, 20002225, 20003587]",25
BIO3258 2,"[20000521, 20001887, 20000481, 19004348, 20006906, 20001304, 19004987, 20001736, 20008782, 20006580, 20008231, 20002361, 19005075, 20003756, 20006719, 17006908, 20001433, 20007399, 20008590, 20005954, 20006081, 19000880, 20004348, 20007584, 20008934]",25
BIO3258 3,"[20003155, 20009651, 20008295, 20006014, 20008261, 20005287, 20006363, 20009845, 20006490, 20005770, 20003453, 18001877, 20007131, 20004073, 20002505, 20005829, 20009336, 20003334, 20003239, 20004121, 20004249, 20000871, 20008152, 20000903, 20003909]",25
BIO3258E QTS,"[20006067, 20006357, 20003227, 20008624, 20003546, 20002391, 20000012, 20008474, 20007691, 20007053, 18007705, 20009837, 20003659, 20006950, 20003951, 20000567, 20006053]",17
BIO3262 1TNS,"[20000590, 20009254, 20009913, 20009315, 20006075, 20008511, 20005102, 20005420, 20003005, 20008788, 20003785, 20003582, 20002899, 20004828, 20006314, 20000701, 20003220, 20007092]",18
BIO3262 2TNS,"[20009805, 20001199, 20003791, 20003622, 20003582, 20003445]",6
BIO3263 TNS,"[21004418, 21006710, 21009489, 21005556, 21007510, 21005784, 21005845, 21006482, 21002176, 21006683, 17008800, 21003746, 21009352, 21008398, 21006730, 21006444, 21001645, 18005895, 21003245]",19
BIO3301 1CLCCNS,"[18000274, 18009108, 18003592, 18001486, 18007345, 18005092, 18002740]",7
BIO3301 2CLCCNS,"[18001344, 18008053, 18003708, 18005525, 18000908, 18002132, 18007049, 18008172, 18004725, 18009851, 18004162, 18004065, 18006910, 18008659]",14
BIO3302 1,"[19004658, 19006082, 19009663, 18003155, 19006621, 18004828, 19009197, 19008064, 19015600, 18006748, 18008250, 19001814, 19001501, 17017132, 16004736, 19005034, 19002315, 18001902, 19019673]",19
BIO3302 2,"[19011146, 19005420, 19001565, 19003516, 19003089, 19000701, 19004751, 19006053, 18007627, 19007657, 19008271, 19005928, 19009590, 19000697, 19006034, 19004822, 19010232, 19009699, 19004738, 19000702, 19002472, 19008915, 19001122, 19004298, 19004235]",25
BIO3302 3,"[19001097, 19007889, 19009994, 19005106, 19005102, 19007983, 19009046, 19008318, 19003248, 19002899, 19005375, 19004771, 19003507, 19007583, 19005906, 19009946, 19002954, 19008839, 19003350, 19001343, 19001423, 19009046, 19009059, 19008293, 19002327]",25
BIO3302 4,"[19001896, 19008323, 19001940, 19009041, 19010426, 19002246, 19002324, 19009870, 19017992, 19003123, 19014458, 19013220, 18006622, 19019984, 19004137, 19006637, 19019575, 16003600, 19000128, 19004665, 19001615, 19012728, 19014027, 19003549, 19000401]",25
BIO3302E 1CLCCNS,"[19008070, 20005372, 19002880, 19002331, 19004397, 19008761, 19007762, 19004395, 19008932, 18004162, 19000061, 19002691]",12
BIO3302E 2CLCCNS,"[21005681, 19005818, 19000762, 19005687, 19001925, 19003801, 19008686, 19001370, 19001761, 19004495, 19009555, 19004603, 19003874, 19008662, 19006057, 19004922, 19008617, 19007156]",18
BIO3302E 3CLCCNS,"[19001210, 19000758, 19004408, 19008569, 19007359, 19005524]",6
BIO3302E 4CLCCNS,"[19003700, 19005059, 19009774, 19000515, 19002697, 19007511, 19009962, 19009078, 19004159, 19000203, 21006856, 19009742, 19001513, 19008182, 19007110, 19002853, 19008602]",17
BIO3302E 5CLCCNS,"[17005075, 19007345, 19001727, 19000983, 19003063, 19003529, 19004261, 19001974, 19004945, 19005510, 19009194, 19007640, 19003223, 19007896, 19003379, 19009535, 19008182, 19009428]",18
BIO3302E 6CLCCNS,"[19005900, 21008800, 19000929, 19006272, 19009557, 19005950, 21008172, 19000547, 19009072, 19001788, 21006522, 20001469, 19004004, 19003347, 19008112, 19000013, 19008496, 19004045]",18
BIO3303 1,"[19001896, 19008323, 19009663, 19001940, 19008064, 18007627, 19002246, 18008250, 18009538, 18007408, 19004738, 19004137, 18005463]",13
BIO3303 2,"[19007983, 19005420, 19009046, 20000545, 19003516, 19006621, 19000701, 19005375, 19004751, 19006053, 19007657, 17005898, 19004771, 19008271, 19009590, 20001896, 19000697, 19006034, 20003248, 19009699, 19009046, 19005034, 19002472, 19001122, 20005375]",25
BIO3303 3,"[19007889, 19009994, 19005106, 19005102, 19008318, 19003248, 19001565, 19002899, 19003089, 19003507, 19007583, 19005906, 19009946, 19002954, 19004822, 19003350, 19001343, 19001423, 19009059, 19000702, 19008293, 19008915, 19002327, 19000401, 19004298]",25
BIO3303 4,"[19001097, 20003032, 19004658, 19006082, 20000954, 20003076, 19009041, 19009197, 20000380, 19007363, 20008680, 19002324, 19009870, 19003123, 19001814, 19008054, 19008839, 18006622, 19001501, 19002315, 19006637, 19000128, 19004665, 19001615, 19003549]",25
BIO3304 1,"[19003248, 19001565, 19009663, 19003089, 19008064, 18003517, 18007627, 18008445, 18008250, 19003507, 19007583, 18001244, 19001814, 17006630, 19004822, 19001343, 18005020, 19001423, 19000702, 18005934, 19008915, 19002315, 19004298]",23
BIO3304 2,"[19005420, 19004658, 19003516, 19006621, 18004828, 19000701, 19004751, 19009197, 18002099, 19006053, 19007657, 19009870, 19008271, 19005928, 19009590, 19000697, 19006034, 19008054, 19001501, 18001200, 19009699, 18006923, 19002472, 19001122, 19004235]",25
BIO3304 3,"[19001896, 19007889, 19009994, 19005106, 19005102, 19007983, 19009046, 19008318, 19008323, 19002899, 19001940, 19005375, 17001097, 19002246, 19005906, 19009946, 19002954, 19003350, 19009046, 19009059, 19005034, 19004137, 19008293, 19002327, 19000401]",25
BIO3304 4,"[19001097, 17007746, 19009041, 19002324, 18009822, 19004771, 19003123, 17008194, 17007866, 19008839, 19004738, 19006637, 19000128, 19004665, 19001615, 19003549]",16
BIO3330 CLCCNS,"[18008922, 18001344, 18007249, 18000908, 18005556, 18001071, 18004539, 18001486, 18008836, 17004410, 18004065, 18005092, 18008659]",13
BIO3356 1CLCCNS,"[20000191, 20004373, 20006501, 20006153, 20006451, 20009385, 20001945, 20002210, 20003623, 20006997, 20007681, 20003366, 20008663, 20001469, 20005550, 20002612, 20007327, 20008800]",18
BIO3356 2CLCCNS,"[20003556, 20000740, 20003918, 20000254, 20009486, 20000583, 20007768, 20001371, 20005334, 20008032, 20000860, 20001691, 20002176, 20007634, 20006239, 20001716, 20006980, 20005681]",18
BIO3356 3CLCCNS,"[20009806, 20009674, 20004590, 20005069, 20003943, 19009557, 20006852, 20009918, 20009853, 20004173, 20001610, 20000555, 20006714, 20004450, 20006480, 20001495, 20008510]",17
BIO3356 4CLCCNS,"[20006070, 20006732, 20007475, 20005952, 17005618, 20006748, 20009683, 20001360, 20002962, 20006156, 20001015, 20001108, 20006942, 20005603, 20008297]",15
BIO3356 5CLCCNS,"[20008334, 20004532, 20002606, 20003041, 20007885, 20006598, 20004204, 20009084, 20006273]",9
BIO3356 6CLCCNS,"[20002566, 20000908, 20005725]",3
BIO3370E QTS,"[19004410, 19004179, 19003033, 19001329, 19003389, 19009907, 19000311, 19006372, 19006612, 19000370, 19007750, 19005845, 19002150]",13
BIO3372E QTS,"[19004410, 19004179, 19003033, 19001329, 19003389, 19009907, 19000311, 19006372, 19000370, 19007750, 19005845, 19002150]",12
BIO3373 1TNS,"[20000590, 20003791, 20003622, 20009913, 20009315, 20003582, 20008511, 17006598, 20005102, 20003005, 20003445, 20003582, 20004828, 20000701, 20003220, 20007092]",16
BIO3373 2TNS,"[20009805, 20009254, 20001199, 20001462, 20006075, 20005420, 20008788, 20003785, 20002899, 20006314]",10
BIO3377 TNS,"[19003782, 19001862, 21002523, 18000338, 19005898, 19006950, 19007115, 19005255, 19002611, 19003918, 19004693, 19001710, 17008800, 19007285, 19009746, 19009352, 19003433, 19004449, 19004839, 19006596, 19009193, 19005618, 19005337]",23
BIO3400E 1QTS,"[21004542, 21004127, 21004529, 21007764, 21005287, 21009845, 21005135, 21005410, 21005788, 21004654, 21003055, 18009818, 21002584, 21006322, 21005299, 21003587]",16
BIO3400E 2QTS,"[21009048, 21001763, 21002895, 21008782, 21003494, 21008106, 21006693, 21008909, 21000124, 16003170, 21005829, 21008261, 21005472, 21001441]",14
BIO3401E QTS,"[20006067, 20006357, 20003227, 20008624, 20003546, 20002391, 20000012, 20008474, 20007691, 20007053, 20009837, 18009818, 20003659, 20006950, 20003951, 20000567, 20006053]",17
BIO3403E QTS,"[20006067, 20006357, 20003227, 20008624, 20003546, 20002391, 20000012, 20008474, 20007691, 20007053, 20009837, 18009818, 20003659, 20006950, 20003951, 20000567, 20006053]",17
BIO3405E QTS,"[20006067, 20006357, 20003227, 20008624, 20003546, 20002391, 20000012, 20008474, 20007691, 20007053, 16004795, 20009837, 18009818, 20003659, 20006950, 20003951, 20000567, 20006053]",18
BIO3504 1TNS,"[20000590, 20003791, 20003622, 20009913, 20009315, 20003582, 20008511, 17006598, 20005102, 20003005, 20003445, 20003582, 20004828, 20000701, 20003220, 20007092]",16
BIO3504 2TNS,"[20009805, 20009254, 20001199, 20006075, 20005420, 20008788, 20003785, 19006596, 20002899, 20006314]",10
BIO3701 TNS,"[19003782, 19001862, 18000338, 19006950, 19007115, 19002697, 19005255, 19002611, 19003918, 19000203, 19004693, 19001710, 19007285, 19009194, 19009746, 19009352, 19003433, 19008182, 19004449, 18008398, 19009193, 19005618, 19005337]",23
BIO3802E 1CLCCNS,"[21005681, 19008070, 21009084, 19005818, 19000762, 19005687, 19001925, 19002880, 19003801, 19008686, 19002331, 19001370, 19001761, 19001974, 19004495, 19008761, 19007762, 19000758, 19009555, 19004603, 19003874, 19004408, 19004395, 19008569, 19004004, 19006057, 19008932, 18004162, 19004922, 19002691, 19008617, 19007359, 19007156, 19005524]",34
BIO3802E 2CLCCNS,"[17005075, 19005900, 19000929, 19007345, 19006272, 19005059, 19009557, 19005950, 19009774, 19000515, 19002697, 19001727, 19000983, 19003063, 19007511, 19003529, 19000547, 19004261, 19009962, 19009078, 19001210, 19004945, 19004159, 19000203, 19005510, 19009742, 18005556, 19009194, 19007640, 19001513, 19001788, 19003347, 19003223, 19008112, 19008182, 19007110, 19007896, 19000013, 19003379, 19008496, 19009535, 19003544, 19000061, 19002853, 19008602, 19008182, 19009428]",47
BIO3803E 1CLCCNS,"[20000191, 20004373, 20006501, 20006153, 20009385, 20001945, 20002210, 20003623, 20006997, 20007681, 20003366, 20008663, 20001469, 20005550, 20000555, 20002612, 20007327, 20008800]",18
BIO3803E 2CLCCNS,"[20006451, 20009674, 21007510, 18009108, 20009486, 18002132, 20007634, 20006980, 20004450, 20006480, 20008657, 20009489]",12
BIO3803E 3CLCCNS,"[20003556, 20004590, 20004532, 20005069, 20003943, 20003918, 20000254, 20009918, 20000583, 20009853, 20007768, 20001371, 20000860, 20002176, 20006239, 20006714, 20005681, 20008510]",18
BIO3803E 4CLCCNS,"[20006070, 20006732, 20000740, 20007475, 20005952, 20006852, 20006748, 20001360, 20002962, 20006156, 20001015, 20001108, 20001610, 20004350, 20006942, 20005603, 20008297, 20001495]",18
BIO3803E 5CLCCNS,"[20009806, 20009683, 20008032, 20001691, 20001716, 20009084]",6
BIO3803E 6CLCCNS,"[20008334, 20002566, 20005372, 20001462, 20002606, 20003041, 20007885, 20000908, 20005334, 20006598, 20004204, 20005725, 20006273]",13
CHE1048,"[19004813, 18003770, 19008220, 19004103, 19003811, 18017424, 20005120, 20009353, 17007595, 20009240, 20001490, 20009263, 21007283, 20004659, 20003462, 20002698, 20007748, 20006596, 20001059, 20000821, 20003454, 20001759, 20000624, 19006493, 20002302, 19003296, 19008436, 20003412, 20008947, 20009162, 20005893, 20003291, 19002193, 20007203, 19008129, 20000320, 20005780, 17007975, 19008393, 20005725, 19011950, 20004404, 20002696, 20004098, 20009066, 20007283, 20000753, 20001197, 20009979, 20007885, 20003174, 20006152, 20001473, 20001038, 19008132, 20008923, 17004373, 19001996, 20005105, 18018317, 20002246, 20009551, 20002119, 20006831, 20003083, 19005320, 19004537, 17002137, 20008012, 20009471, 20005756, 20005520, 19007870, 20001468, 20006856, 19008012, 19005783, 20006493, 20001946, 19006264, 20003871, 20006304, 20009321, 20001628, 20000621, 19007835, 18001018, 20008996, 20004730, 20003187, 19013363, 20007714, 19004071, 19004659, 19008432, 20002966, 19003364, 20007737]",98
CHE1048 2CLCCNH,"[19000231, 19006980, 19007234, 19009416, 19009675, 19008080, 19001922, 19007714, 19006556, 19006074, 19009263, 19004949, 19003462, 19000481, 19004820, 19008295, 19002889, 19006596, 19006014, 19000821, 19001461, 19008261, 19001144, 19003291, 19009218, 19009456, 19007203, 19005780, 19006490, 19002104]",30
CHE1052,"[20004899, 20007234, 19014547, 20006980, 21005226, 19013775, 19005811, 19016825, 21009066, 20008080, 19016276, 21003021, 19002233, 20006110, 19003911, 21004103, 20001461, 19017188, 21004905, 17008148, 20001815, 19011935, 21000582, 20003911, 19012105, 20001144, 20009218, 19012532, 19013023, 20003291, 19014273, 19004304, 18014238, 21001038, 21003053, 19013602, 20008905, 19019236, 19017275, 19015166, 21006845, 19016853, 19011199, 21006069, 19014546, 21002358, 19016058, 20009979, 20007885, 20004103, 20009609, 19011710, 20004905, 20001038, 19017574, 19019638, 20002565, 21003871, 20001317, 21009946, 19013317, 20003195, 20003053, 20009471, 19014820, 20009238, 19008012, 19013381, 19012498, 21004477, 19013005, 19013942, 20008412, 21004730, 19016815, 20002358, 19002982, 19003291, 21007714, 20006780, 19012342, 20001946, 20004746, 20007123, 18001899, 19018252, 19016181, 18018909, 20008893, 21009156, 19018448, 19010957, 18002331, 19015643, 20005403, 21003227, 19017251, 20003187, 19013517, 19012609]",100
CHE1052 2CLCCNH,"[21004604, 20003301, 21003394, 21006303, 21004748, 21009695, 21004265, 21005020, 21007333, 21008506, 21003010, 21003481, 21002267, 18009244, 21002887, 21009472, 18006869, 21004613, 21007805, 21009929, 21003710, 21007364, 21006590, 21000950, 19003462, 21001591, 21003691, 21005366, 21003176, 21003006, 21005329, 21000870, 19006596, 21007802, 21001677, 21002964, 21003988, 21003717, 21002102, 21004273, 21004055, 21002076, 21009618, 21001679, 21006606, 21000761, 21003184, 21007747, 21009940, 21006976, 21001761, 21007082, 21008212, 21002434, 21000275, 21003628, 21008326, 21002673, 21009641]",59
CHE1052 3CLCCNH,"[21008035, 21003556, 21003659, 21003301, 18004159, 21009674, 21004590, 21004264, 21009652, 21001694, 21009672, 21003365, 21001489, 21008334, 18002576, 21000770, 21001565, 19008080, 21006892, 21007307, 21005779, 19005072, 21005372, 21005952, 21009448, 21000058, 21006748, 21006997, 21004218, 21008170, 21007729, 18009637, 21009683, 21005301, 21007211, 21003671, 21002536, 21006902, 21007123, 21007665, 21000004, 21009543, 21006806, 21002891, 19001144, 21004575, 21006570, 21006790, 21004979, 21001417]",50
CHE1052 4CLCHD,"[21009428, 21004287, 21001233, 18003770, 19004905, 21000191, 21006451, 21006070, 21009385, 21001945, 21003943, 21002016, 21007475, 21001462, 21002210, 19006062, 21003918, 20001591, 21006828, 21009486, 21003623, 18008828, 21006588, 21001691, 21001108, 21001610, 19008166, 21000154, 18008415, 21007315]",30
CHE1052 5CLCHD,"[19004103, 21005500, 21004373, 21006153, 21006732, 21002147, 21008070, 21005069, 20000196, 21000751, 21002566, 21003622, 21007254, 21000254, 21008478, 21005132, 21007885, 21000583, 21009853, 21008613, 21007768, 21003697, 21007681, 21001360, 21005334, 21000683, 21002962, 21006156, 21008082, 21008032, 21004173, 21000860, 21000917, 21005336, 21002400, 21003793, 21005009, 21004204, 21009640, 21008663, 21002176, 21001469, 21007634, 21006239, 21005008, 21004017, 21001716, 21006980, 21000555, 21004345, 21006714, 18004117, 21002612]",53
CHE1057 1,"[21007796, 21002953, 21107460, 21106445, 21103292, 20007796, 21109822, 19004348, 21109314, 21001207, 21108977, 21101818, 21106656, 21103590, 21103371, 21109156, 20104027, 20003532, 20105898, 21106622, 21105020, 19003032, 21102016, 20107460, 19002671, 21108537, 21100897, 17006630, 21109818, 16000260, 18007705, 18003268, 21104917, 19008828, 21103082, 19003076, 21107861, 21107474, 21001411, 21001503, 21103423, 20104237, 20106656, 21104901, 21003951, 21105705, 21102509, 21001739, 21004128, 18004983, 21000903, 20109156, 21103708, 21102752, 19009108]",55
CHE1057 2,"[18002176, 21104238, 21102889, 21108197, 21103517, 17005746, 21104418, 21107627, 21108468, 21102880, 21102609, 21101433, 21107921, 18006702, 21108445, 21109918, 21103245, 21108250, 21106630, 20108016, 21108520, 17007746, 21101095, 21108514, 20106181, 18007412, 21105011, 21101244, 21109980, 21109538, 21107957, 21006075, 19001652, 21107582, 21108714, 20004218, 21101729, 21104754, 21109805, 18102880, 21104568, 20004173, 21106867, 18001877, 21005420, 21101571, 18005600, 20000265, 21106634, 21102495, 21106923, 19004395, 17005014, 21106345, 21006762, 19000775, 18005182, 17108016, 21105463, 21104182, 21109388, 17105643, 21107063, 21009202, 21003033, 21109837, 17106080]",67
CHE1057 3,"[20003659, 21000481, 21005059, 21105845, 21105550, 20009932, 20006852, 19006621, 21103363, 21008231, 21002361, 19006053, 19005667, 18007921, 18000339, 21005336, 21008166, 21105559, 18008714, 21101432, 18008804, 21102867, 21101833, 21009432, 21104983, 18004546, 18006007, 21105269, 18005893, 21006848, 21103532]",31
CHE1057 4,"[18001996, 19001097, 21106080, 21105898, 18007424, 21103363, 21006906, 21001304, 21001736, 21102341, 18004828, 21103691, 21107052, 21100003, 21105857, 21006014, 21008261, 18002099, 21000833, 21108317, 21006490, 21100015, 17001218, 21103916, 21003673, 21000127, 18003041, 18005255, 18007981, 21002752, 21006264, 21107143, 18004630, 21106568, 21000202, 21109176, 20008002, 21102302, 21002104, 21101902, 21004913, 21107046, 21100104, 21009336, 21007399, 18001741, 21004121, 21105934, 21008590, 21100201, 21002349, 21107410, 21003659, 21107794, 19107921, 18000511, 19008932, 21005954, 21107034, 21004348, 21009594, 21102735, 21107660, 21106221, 19001615, 21105588, 21007363, 21003909, 21108922, 21101344, 21104958, 21107249, 21108053, 21104023, 21007584, 21002225, 18004390, 21103592, 21005075]",79
